,funny,useful,review_id,text,business_id,stars,date,user_id,cool,datetime
130076,0,0,fNy0G_52TmKprnKRmEINxg,These guys were very easy to book and at a great price. One of the best moving companies I've ever used from start to finish. I would definitely recommend and will be using their services again if ever needed. Thanks!,338D7EQfInzHV8Ve1b0-eQ,5.0,2017-04-22 22:37:19,BvTXujOTQKt9qR-EbUZ84g,0,2017-04-22 22:37:19
131231,0,4,j5S6SfYqh4X3ydUrH7cZ0g,"Just moved on 9/26/15 with Eli, Kyle and their crew.  Smooth Move is the PERFECT name for this company! They did a great job. We've only ever used movers once before and it was a big corporate mover for a cross country move.  These guys blew them away.  They were super fast and took such great care of all of our belongings. Plus they all seemed to enjoy what they do and made the move fun which really helped with the stress level.  Their prices can't be beat either.  I would HIGHLY recommend them. Thanks for making our move so flawless!! :o)",338D7EQfInzHV8Ve1b0-eQ,5.0,2015-09-29 16:01:51,TWglLLHFIKxNOlrfpyOkEw,0,2015-09-29 16:01:51
136276,0,0,7ixpKjz3ZSl5ru6-EkJvrw,"Josh and Carlos were fantastic
They arrived on time , were very hard working and efficient
If you are looking for a moving company please use Smooth Move!!",338D7EQfInzHV8Ve1b0-eQ,5.0,2017-03-22 00:19:28,TKUImttYhsT9vV-fsp0Ddg,0,2017-03-22 00:19:28
158418,1,13,bdGQg0aybxRDmqWLffPAng,"Eli showed up on time, and he and his co-worker got right to work. The job was done quickly, smoothly and with no troubles. And the price was very reasonable.",338D7EQfInzHV8Ve1b0-eQ,5.0,2014-12-29 21:34:21,Gu7z7IcFLOEPWnGw9rtGJg,1,2014-12-29 21:34:21
168377,0,1,xNKCSUHZh05NGIFdbbB-yQ,"I can't say enough good things about them. First, I called on Monday morning and they had   me moved  the same day by 2:00.  That was amazing with a two people crew!  I appreciated their quick work without any damage to my belongings.  All this and at a great price.  I have to admit they were a positive in a very negative Real Estate transaction.

They were pleasant, professional and were great at communication. 
I have used several movers and I would not recommend most of them. This one definitely gets my recommendation.  I hope this was my final move so I won't need a moving company again... But, if I do Smooth Move is who I will call!",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-05-13 14:42:13,k39PElTNpLP1y5Q0WS2U-g,0,2016-05-13 14:42:13
183598,0,1,y4hAn4R5W6Tqm7TQDps8zQ,"Eli and Dane showed up on time, super helpful, very friendly and efficient.  I didn't pack very efficiently and not only didn't they complain they made me feel better about it. Eli also went the extra mile and repaired a broken leg on a table which saved me the cost of buying a new one. Business Owner of Smooth Move please do something nice for them. Thank you! Scott",338D7EQfInzHV8Ve1b0-eQ,5.0,2017-05-30 22:44:18,wQ0sfn7h5n99Hhpbyg-TYA,0,2017-05-30 22:44:18
189670,1,14,oErZ6atSPbislCGpENH8rQ,"This is my first experience with this company.  Eli and Kyle are solid business partners with an excellent work ethic.  The flexibility, customer service and good humor made for a ""smoothmove""

Fair price and ontime performance ensured the majority of our stress disappeared.  Sure there were a few hiccups along the journey to the final minutes of our move but thats all part of the experience.  My wife, grandson and I appreciated the level of service!

Dean, Terri and Kayden",338D7EQfInzHV8Ve1b0-eQ,5.0,2015-02-10 18:23:45,FKnt_yep0zVNdetW4Ut_pw,1,2015-02-10 18:23:45
191628,0,1,PsBKKFutb2JPwyf1AEAszw,These guys were awesome. Kyle and Eli rocked it under what was quoted and the time it took to move. Will use them again the future.,338D7EQfInzHV8Ve1b0-eQ,5.0,2016-03-22 19:05:12,kIJVcUEw0aWLg5KqddauMg,0,2016-03-22 19:05:12
192970,0,3,cht_Jeyh7sxJd7UxU0jhDQ,"Smooth Move is beyond expectations.  We used this moving company when we came here from Maryland three months ago.  Eli scheduled us over the phone and was so pleasant and professional.  Our movers, Kyle and Tyler, met us at Public Storage and off loaded our truck the day before Thanksgiving.  They were so welcoming and professional, they pieced our belongings together like a jigsaw puzzle to allow us to fit into a 10' by 20' storage space in an unbelievable manner.  
We liked these two young men so much that we asked for them again when we moved into our home this last weekend.  They are fantastic individuals, personable and honest, and not one item was scratched or broken.  How often can you say that you enjoyed moving day?  We can actually say we did.
Ron and Deborah Davis",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-02-04 04:04:00,tC8l01lptjW6PSas-WZ-KQ,0,2016-02-04 04:04:00
197921,0,1,bX-fnQ2I5RM-dl0sRBz8XA,"I rarely give bad reviews. I was referred to these movers by friends for a last minute move and the guy sounded completely disinterested. He said he'd call me back to see what they could do and never did, this was Sunday late morning. Sunday night I wrote a 2 star review and he immediately replied that he would call me in the morning and would find time or have a referral company. Based on that I removed my review. Fast forward to today I spent most of it on the phone getting a mover. I'm now using Red Carpet on Thursday. 

I believe it is sad the power reviews can have so I rarely give a bad one but this was poor customer service and even if you can't do something just say it, don't say you'll get back to someone and never follow through.

PS the owner's response was the same he responded the day I originally wrote the review and deleted it as he was supposed to call the next morning and never did. We've now moved and he replied AFTER THE FACT to make it appear they actually cared. I don't like 90% of moving companies but we ended up using Red Carpet referred IMMEDIATELY by Umbrella as they just said they were booked and gave 3 referrals. If Smooth Move did that I'd never have posted this review.",338D7EQfInzHV8Ve1b0-eQ,2.0,2017-07-25 02:17:50,DmtgMXZTKmTILg6OyzhJbQ,0,2017-07-25 02:17:50
208794,2,22,j8xY5QaLCMtNnebQi3eE4w,"Can't thank these guys enough for being so awesome. They were on time, professional and super helpful. I would and will reccommend them to my friend in Vegas. They don't over charge and they totally looked out for my belongings. Very happy camper!",338D7EQfInzHV8Ve1b0-eQ,5.0,2014-06-26 23:02:44,c5gXCju_xU3b4wGGTgFatA,3,2014-06-26 23:02:44
208985,0,0,HeZ1jmxLzZOqkwiVI95F2Q,"Definitely live up to their name!! We had three homes involved with our move and things could not have gone smoother. They were polite, friendly, respectful, one of the guys even grabbed a broom and started sweeping my steps ... would totally use their service again!!",338D7EQfInzHV8Ve1b0-eQ,5.0,2017-10-19 15:49:36,ovku7ddw-kFou9Mjvqt7-Q,0,2017-10-19 15:49:36
210122,0,0,SBWueu5BoEJVNFJD-xSMnQ,"The 3 guys that came to help us with our move were great! They were respectful, safe and quick about getting us moved. They were careful with all our furniture and wrapped everything as needed. At the new house, I asked them to move furniture multiple times and never once did they seem to be annoyed or upset about it. As for price, Eli pro-rated to the exact minute. There were no hidden fees and the rate he quoted was very reasonable.  I would definitely recommend them to anyone moving in the Vegas area!",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-11-21 17:10:54,IduNa13XDOu1av3gX0DZtw,0,2016-11-21 17:10:54
214185,1,7,fpNBmu2xWfJxhgr9m548PQ,"I would give these guys 6 stars if I could.  My girl and I moved in together from 2 separate houses.  I thought she told them there were 2 houses to move when she made the reservation but she didn't and so I didn't mention it when they showed up.  After they moved my house they thought they were done and when I said ""Are you guys ready for the second half?"" not a single complaint or grumbling after an already b@ll busting day.  They were on-time, prepared and efficient.",338D7EQfInzHV8Ve1b0-eQ,5.0,2015-02-11 21:27:45,NUtVG7jNPLJR2cxMXMH2-A,1,2015-02-11 21:27:45
224599,0,0,xPQ2k8gnnd-hJW0zQLEepw,"I used Eli and company in June 2016, for a move of mostly large items from Henderson to Summerlin.  I booked ahead of time and have nothing but praise to these hard-working and conscientious movers.  They were nice, professional, efficient, both strong as oxes, and were very careful with all my items.  They managed to get everything done in a little over three hours and they only billed me for three.  I highly recommend Smooth Move!",338D7EQfInzHV8Ve1b0-eQ,5.0,2017-10-30 03:52:56,v4hvzkuHXtiWahDLRR0aqA,0,2017-10-30 03:52:56
230385,0,2,66eta8GVbDf3EW19mIxcyg,"I would give these guys 6 stars if I could.  My girl and I moved in together from 2 separate houses.  I thought she told them there were 2 houses to move when she made the reservation but she didn't and so I didn't mention it when they showed up.  After they moved my house they thought they were done and when I said ""Are you guys ready for the second half?"" not a single complaint or grumbling after an already b@ll busting day.  They were on-time, prepared and efficient.",338D7EQfInzHV8Ve1b0-eQ,5.0,2014-12-29 21:48:51,NUtVG7jNPLJR2cxMXMH2-A,0,2014-12-29 21:48:51
237089,1,23,UzhaFKcfgVus9IisbOa0IQ,"Just used these guys for my move to summerlin, they were very professional and fast. All my stuff got to my house safely. I'd recommend them to anyone. Was very happy with everything :)",338D7EQfInzHV8Ve1b0-eQ,5.0,2014-05-15 20:07:48,qYYbCid1Ohbv2Rt_uPxdVA,3,2014-05-15 20:07:48
238331,0,0,v3CL2_iTxIOfNy75g5qOxw,"I highly recommend these folks.  They moved my belongings swiftly and professionally.  This was the first time I hired movers and it was worthwhile.

They moved my second floor two bedroom apartment into a Pack Rat Storage unit.  They utilized every inch of space and built perfect box and item walls (and they used rope) that were snug enough to prevent my stuff from shifting around when the storage pod was picked up.",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-06-15 08:01:20,C9QPC4Qs1tIhHUeeLYXfig,0,2016-06-15 08:01:20
240350,0,1,VZ83xNbwTdldE9VAW_LcJQ,"This moving company is the only moving company to use. 

Professional. Fast, honest, friendly, efficient, and careful. 

They don't have their own trucks, so they rent a truck for each job. Unfortunately the truck they brought did require 2 trips. But I was only moving 3 miles away. 

Highly recommend them. Ignore all negative reviews. I only hire the best. I transported the fragile stuff myself to avoid stress. 

Smooth move is the way to go!  

Sarah & Patricia",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-07-18 15:03:01,EWLpXsGfVdlwZ5NWGuFR-g,0,2016-07-18 15:03:01
247577,0,0,TknLOZSntybkhnkFbAgDxw,"This company came highly recommended. So I called the number found on the web (702-824-7581) Monday afternoon since I couldn't find a website. At first thought I had the wrong number since he didn't identify the company or his name. Then had to practically beg for information to get anything beyond price per hour (i.e., truck size, number of helpers, what did they guarantee or not, extent of work they actually do, etc.) He did finally say he was at a job and if I texted him the address he would cal me back when he could focus. Ok. I promptly did that. 2 days later still nothing so I sent a reminder that I was still waiting for a call back. And here we are on Thursday and still no response so it's clear there is no interest.  The kicker is my brother is moving the weekend after me and was just waiting for our quote to call.  And he had a friend who was waiting for him to get a quote.  So, they didn't just potentially lose out on 1 move, they lost out on 3.",338D7EQfInzHV8Ve1b0-eQ,1.0,2017-09-14 21:20:07,Ot7GtKzXxBU7xAExZN7UnQ,0,2017-09-14 21:20:07
249795,1,1,gU1cu7upLce1hvRaAct0ag,"A friend of mine gave me this number for my move later this month. She said she uses them often and they are fast and good. My sister used them to move out of our 2 bedroom  when she moved  as well. They were so professional and friendly. They were really fast too. In and out. I forgot who we had but they were easy on the eyes as well, ladies. They really were top notch on getting things safely moved and in a very timely fashion.  I will be using them at the end of the month and I know they will be doing a great job!",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-08-02 20:16:32,1mwJYIe_BKpcvvVe-PNAOA,0,2016-08-02 20:16:32
256119,0,0,lIplyd38m-SZtRIIAOu8Yg,"thank you guys sooooo much for moving me across town in basically an emergency situation. I meant to post this sooner - just been crazy busy with new job and new place. I just wanted to post this review because you guys were so incredibly wonderful and helpful while I was sick and stressed out and miserable. Thank you again for moving everything I own from one upstairs place to another upstairs place...especially because everything was heavy!!! Kyle -- you run what seems to me to be a very cool business...I've seen how hard you guys work, and please know it is massively appreciated!!!!! Las Vegas is new territory to me, but please just know that you guys made it so much more possible for me to make a good life for myself here...wish me good luck...if you ever want some awesome custom made jewelry, you know where to find me! Cheers!!!",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-12-12 15:11:54,TrvIEd9qzOcnWcq2DR1YwQ,0,2016-12-12 15:11:54
262676,1,16,2luyM-lBCkb98SLnUcAxRQ,"Used these folks today for the 1st time today.  We had two two movers who were friendly, professional and made our move exceptionally easy!  I wish I could remember their names, but I can't :). So whoever the two guys are that helped us move from Fountain Vista to Tuscany...thank you so much!!  I would recommend and use this company again :)",338D7EQfInzHV8Ve1b0-eQ,4.0,2014-09-07 01:25:02,zRBseIlXakjoOSccsnc9Qg,2,2014-09-07 01:25:02
280985,0,0,UupB3uL9GbL-MNeSsh_fsQ,"I would highly discourage anyone from using this company.  Any bikers especially.  Eli, the manager, has total disregard for bikes.  He loaded my bike (custom Harley) into the truck and didn't even hook it down and on the way to Texas had to stop at Uhaul and have them secure the bike, by then damage already done.  The movers on the TX end were horrified the way he had packed the bike in.  Both fenders seriously damaged.  They have insurance for these kinds of things but he refused to turn the damage into their insurance company.  Bad deal!",338D7EQfInzHV8Ve1b0-eQ,1.0,2016-07-24 17:15:14,3KKCBXj_jg0QdMZT2Y-vEA,0,2016-07-24 17:15:14
293763,1,3,lbgL15kjlxVSz01CsOVZug,"Eli and 2 men helped us move today. The guys were very friendly and a pleasure to work with. Some feedback... When booking the move ask questions like what is your garage size, backyard furniture, etc. Not just considering square footage. I took an SUV full of stuff and there is still more stuff we have to pick up tomorrow cause the u-haul that they brought was not big enough. I did have some of my newer furniture damaged. The headboard was pretty badly damaged for my bed. Luckily I found the piece that broke off and Eli fixed it ok. Couple other things here and there like my drawers to my new dresser-the track was broken on one drawer. I can live with it I guess. The move was reasonably priced and the guys worked hard going from a one to two story house. There was a couple big items they couldn't get up the stairs but I think any mover would have a hard time with the items.",338D7EQfInzHV8Ve1b0-eQ,3.0,2014-07-13 06:33:00,NsHeN5dKRmYfJTmTxMITmQ,0,2014-07-13 06:33:00
299677,1,22,jNNJNf2N5lWst-tG5jPm8Q,"I feel lucky to have found Smooth Move.  I purchased a large, heavy and very fragile glass sculpture that they were able to move across town for me on very short notice and for a very fair price.  I was singularly impressed with their professionalism, attention to detail, quality packing and timely performance.  I would recommend their service to anyone without hesitation.  In fact I will surely use them again when the need arises.",338D7EQfInzHV8Ve1b0-eQ,5.0,2013-10-17 04:35:28,dwmciE9bB4Naug5SvM8KZA,2,2013-10-17 04:35:28
303212,1,2,g2RYVYBzTodSxUIGgsJoaQ,"Professional, hardworking, honest with pricing. They smelled clean & took good care of our things. They were fast too!",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-02-22 23:12:25,37awPGR0Om2y3WK-NWTJ5g,0,2016-02-22 23:12:25
321510,1,8,eY0yhY8k5khp3FSAsmS4iQ,"I've used this company twice, once to move myself and once to move my ex-wife and our son. Both local moves. Very professional company, on time quick VERY CAREFUL workers. Both moves went off perfectly. I'd recommend them to anyone moving a short distance or all the way across town (LIKE ME) . If I move again this is the first place I'll call. Eli & Kyle got this moving thing down to a science, thanks guys. For a very SMOOTH MOVE ! ! ! ! ! !",338D7EQfInzHV8Ve1b0-eQ,5.0,2015-03-31 23:33:36,m1sSPlJi_z1_mCxcN8jZqw,1,2015-03-31 23:33:36
327193,1,20,9ZFvw9SYj7hF4AOwYJCRRA,"The guys from Smooth Move were great! Their pricing was more affordable than other companies, they were on time, fast, careful, just overall awesome!",338D7EQfInzHV8Ve1b0-eQ,5.0,2014-09-29 16:11:51,FUy3rvSrnNyPr9YdPqw8uQ,1,2014-09-29 16:11:51
339750,0,9,DPe7JWPF6VTYVZkzKOH4bQ,"I usually move once a year( I don't like to stay in one place too long). I'm getting ready to move once again and the 1st number I called was Smooth Move, they moved me last year and were totally awesome! they rented the Uhaul, made quick work of packing it up(with no damages), and unpacking it(again, no damage). I directed them on where I wanted each item and they had no problem following my pointing finger(rude, I know..LOL). They were very nice! They are a fantastic local moving company that I highly recommend!",338D7EQfInzHV8Ve1b0-eQ,5.0,2015-01-16 21:02:00,XnTE_-_kevfyYQQ3eErp7w,0,2015-01-16 21:02:00
362669,0,0,_ZPDpr-MoZ50Z5AZH9vgDg,"I have used this company twice and both times I had a great experience. I received my estimate quickly and on both occasions they arrived early and worked very efficiently. The estimate quoted was exactly what they delivered. No hidden or extra charges and no extending the time. Not only did they move my household goods they also moved all the items in my vehicle for me.

Great job! I highly recommend and will use again",338D7EQfInzHV8Ve1b0-eQ,5.0,2017-08-06 16:49:01,KXDgabgBTO-sgirQludGNw,0,2017-08-06 16:49:01
401639,0,1,TExOcuiR-8CGi0rxrmL0jA,"Only giving stars thanks to the AMAZING and efficient job the two movers that came to move us did. Yanis and his partner were great. Moved everything quickly without damaging anything and were extremely polite. 

Loss of stars due to the HORRIBLE customer service provided by the manager that I had to deal named Kyle. I was scheduled for arrival time of 2pm to 5pm. Movers were running late. Was never called. I had to call to ask where they were. Manager tried to justify the fact that they were late by saying it was only 30 minutes which was no big deal to him. I had a busy day and it was getting close to being dark outside. He argued with me instead of trying to make the situation better. 

Would use again thanks to the movers but would schedule an earlier time since clearly who ever books the job has no idea what they are doing and clearly double booked a time slot.",338D7EQfInzHV8Ve1b0-eQ,3.0,2019-04-25 05:22:43,2kr1uX2jx7ghvk3JFiIypg,0,2019-04-25 05:22:43
442027,0,0,Yfd5AEiP_WEJbdzYGkeK2A,"Kyle, Miles and Rodney were amazing. I would recommend this company to anyone. They took great care with everything. Worked fast and put things together quickly. Were super friendly and respectful. I had used another company to pack and they were the worst. Things were mashed into unlabeled boxes. I had to open many and then direct them where to go and they were very patient and worked hard. I can't recommend them highly enough. And I got their number from a friend who had used them and loved them too.",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-11-20 02:50:38,3L-Lk57Z05aV4C4SXvHS2Q,0,2016-11-20 02:50:38
453196,0,1,LFelvG1hC4NJVaf3k3FmWw,"The movers Eli/Kyle did a fast job. Could have been better by not storing the garage full of clearly mark boxes... however I will take responsibility for not checking/watching over them... I will however not accept responsibility for a cracked tv, that was working right before the move. I can't say they did it.. But I will say they could have shared in the responsibility... at least the part in Leaving boxes in garage and downstairs... I do appreciate their effort and pleasantries..",338D7EQfInzHV8Ve1b0-eQ,2.0,2017-08-11 19:13:09,kOC-qPyglMNI4b6kegT5lA,1,2017-08-11 19:13:09
455917,0,3,vqDwiFOhL8r7lVvIQzvO3Q,Eli and Kyle are very honest and hard working! I would recommend Smooth Move to anyone that needs help moving!,338D7EQfInzHV8Ve1b0-eQ,5.0,2015-09-21 19:03:52,PYPYFb2OOQ5_SZyvu8I3oQ,0,2015-09-21 19:03:52
516465,0,0,zJ_HCNQK2M7mn53v8qsbSA,"Had to leave Henderson on short-notice and move cross-country (Texas) to support family medical situations.  Got a strong recommendation for Smooth Move from a local business and after reviewing Yelp recommendations decided to give them a call.  Couldn't have made a better decision!  As a ""military brat"" and then during 37 years of government service (USAF and contract aviator), I have made over 15 moves and this probably ranks as the top move I've made.  Young and enthusiastic, Kyle and Eli epitomize professionalism and I would contact them again if the need arose!  Timely, conscientious, accommodating and totally trustworthy, we felt completely at ease with them handling even our most fragile collectibles accumulated from around the globe.  Although learning their trade during time with some of the larger national companies, they felt they could do a better job themselves and I readily admit they went the ""extra mile"" (or, in our case, 1400 miles) and displayed genuine concern for our household and our memories that I can't recall from some other carriers that treated us as another work call.  They even voluntarily detoured and made a side-trip along the way to deliver some items to our son in Arizona.  All the members of their team were rock-solid and friendly ""go-getters"", and from the banter and laughter reverberating through the house, they all obviously enjoyed their work and working with each other.  Don't hesitate:  give them a call!  They'll treat you right!",338D7EQfInzHV8Ve1b0-eQ,5.0,2017-03-26 01:41:37,TybzWcdzAjncULWBgJpu0Q,0,2017-03-26 01:41:37
528857,0,0,zt-xTXTAtmPXxCQFdG6TDw,"Could not have been happier with the service we received from this company today. The movers were hard working, efficient, professional and careful with our belongings.  thankyou thankyou",338D7EQfInzHV8Ve1b0-eQ,5.0,2016-08-21 01:41:57,xihdu_6o3oiFO6k6UhzREw,0,2016-08-21 01:41:57
541653,0,1,-4MbYniawIOe-fnQWFTvuw,"So, I'd never hired a moving company before but that all changed when I hired these guys. They were early, very attentive to my needs, broke everything down and set everything up quickly and in a very professional manner.  Didn't start my time until they started loading my things.
I will be using this company in the future and recommending to all my friends. 
Simply outstanding service. Thank you Smooth Move.",338D7EQfInzHV8Ve1b0-eQ,5.0,2017-07-31 14:55:55,YoNnpf4ZmQUaBlsSTtbOyw,0,2017-07-31 14:55:55
542987,0,0,MvLqrqZI603SOtJJiMSXNg,"Name says it all! Quick response time on all my questions, extremely courteous and polite, loaded up quickly and efficiently, and handled my belongings with care! Highly recommend!",338D7EQfInzHV8Ve1b0-eQ,5.0,2017-08-28 17:22:30,o1Mo7n6ntL_jIykhfurUVw,0,2017-08-28 17:22:30
551459,0,13,1nzoQDNdKm3eM6nW1_iD_Q,I created an account with yelp just so I could praise these guys! They are hard working and fast. Not a single scratched item. I had to back up our time to 1pm in the hottest part of day and they were able to move us in 4 hours. If your looking for affordable movers that are professional call them.,338D7EQfInzHV8Ve1b0-eQ,5.0,2014-07-04 00:56:22,A9u5H8VY4Cq0vRkC8tDLoA,0,2014-07-04 00:56:22
