,funny,useful,review_id,text,business_id,stars,date,user_id,cool,datetime
632813,0,0,rf9_qNxDNFnkqdNqclKL6g,"This is the only place that I will go for a tattoo
If your looking for a good tattoo artist have Brian Garber do them for you his work is fantastic and looks like the real thing",UQq4cdhjof93tuRyDm9-SQ,5.0,2017-07-07 01:01:04,oN0Kccn9cYWl7IOuSQIEMA,0,2017-07-07 01:01:04
690623,0,0,6R7_qWTi4S6IqKOFxdpH0w,"So so nice!! The place was super clean and cool. The people were super sweet, encouraging, not pushy at all, helpful, and thorough. I got my nostril pierced and it was a great experience. My friend got her navel pierced and also loved it! Overall a great place and would 100% go back:)",UQq4cdhjof93tuRyDm9-SQ,5.0,2019-05-11 22:47:02,1jYLGIjO66IFIHRs4kA6-w,0,2019-05-11 22:47:02
696684,0,0,sUvuC3zZ_swm7yqWhw1yRw,"After getting canceled on when I showed up at a competing shop, I decided to finally check out Wizard's World One and I'm so glad I did.  I have definitely found my go to shop and go to artist now when I want some work done.

The Shop:
I've been in quite a few shops (I agonize over online portfolios and shop pictures trying to find the right spot for weeks), and the second I walked in I knew this one was different.  The waiting area has comfy couches, an indoor fish pond, and an actual shop manager to great you.  She was completely friendly, showed me where the portfolios were, left me alone, and said to come back and see her if I had any questions or saw an artist I liked.  It was that simple, no attitude or feeling like you're interrupting an artist just to check out the shop.  While checking out the books I was checking out the set up and liked how each artist had his own private area, but there was still an open communal feeling to the artists.  

The Artist:
I really liked John Howie's portfolio so I told the manager I was interested and she led me back to John and he was totally into what I wanted done.  I came back the next day for my appointment and had such an awesome experience.  He was so down to earth, again no attitude at all, it really felt like I was hanging out with a friend for a few hours.  Most importantly though, the work was just incredible.  He took what I wanted and just killed it.  I finally have a tattoo that I'm incredibly proud of.  Also, the price was more than fair for the quality of work done.  

If you're in the market for a tattoo I highly recommend checking out the shop.  I'm extremely picky and everything just clicked there and I'm so happy I went there.  Other shops when I step in I feel like the music record stops when you enter a party and everyone just stares, and this place was nothing like it.  Thanks for the great experience and awesome tattoo John!!",UQq4cdhjof93tuRyDm9-SQ,5.0,2012-07-06 01:04:06,G7mwiMt8O54z2Rl9smlW_Q,1,2012-07-06 01:04:06
2148929,0,0,oJVr975tgbtHj8E0ViWTaQ,"I went to Mens Warehouse in Wyomissing, pa today. No customer service at all. The older gentle (dont know his name) was very rude. At one point he says too me ""is the price too much for you"" no its not too much but ... I need to like the shirt to pay $100 for it. I was made very uncomfortable as if i was too low class to be visiting this store. Will never visit this store or will ever spent my money here. No customer service. No manners. On thy way out i said thanks for your help to the gentleman who was helping me. Did not even even acknowledge me an kept on doing his work. Like i said no manners and horrible customer service. Will not recommend this store to anyone.",QWr-PHAfkKZlPmXetwDQiQ,1.0,2016-08-05 01:06:39,R0JtmeC9SviDpODs15hJvw,0,2016-08-05 01:06:39
2295299,0,0,QZkzYp474FZmnHDBhAjYEA,"Felt pressured into the most expensive garments rather than what I wanted. Also, was left to sit for an hour while my friend was fitted and other employees did ""inventory"". Look elsewhere for your formal attire.",QWr-PHAfkKZlPmXetwDQiQ,1.0,2016-09-21 17:25:23,WcP4I5ThBkRYED-LQTd2DQ,0,2016-09-21 17:25:23
2299084,0,1,CspzmhwpbuxoT5wL1wA5EQ,Customer service at its worst! Walked in store with 3 clerks working and couldn't get waited on to update my wardrobe! I have been here before and was treated better. It looks like a new change in staff without the proper training is now running the store. I wasn't dressed to the nines or in business casual but it was Sunday. If you miss your budget by $500 or so today or this week think about the customer you lost for life. The one clerk kept talking to a customer for 10 minutes after he checked out as I stood at counter trying to get help. he was more interested in talking his career after school then performing his job duties today! Hopefully his career choice is not customer service. There are plenty of retail stores looking for new customers and I will go to the establishment that chooses to give great personal service. Stay away from this store unless you have extra time your trying to waste.,QWr-PHAfkKZlPmXetwDQiQ,1.0,2017-09-03 16:50:20,JLHjDA65K2SGbQ7ExVz4jw,0,2017-09-03 16:50:20
2381911,0,0,SNtVfRljI2sKddkCsQU_XQ,"They ordered the wrong tie and I felt that no matter what I said during the fitting, they  disregarded it did not make us feel good about the choices. Piss poor customer service AND everything you want to add or substitute is an extra fee. They have a monopoly on the business and are taking advantage of people. Going to find a better place for my boys' weddings!",QWr-PHAfkKZlPmXetwDQiQ,1.0,2017-05-20 17:23:27,SB-VB7-V_HMA1vN_fSJYyA,0,2017-05-20 17:23:27
2535758,0,1,09EXsbq3-s44qHjOEvMdxQ,"Don't even bother going here. My fiancé and I went today to choose his suit and the groomsmen suits. Two of the groomsmen are out of town so we thought this was a good option since there are so many locations of Men's Warehouse. We were so wrong! We are having an outdoor summer wedding so he wanted gray. They had ONE suit to rent in gray and ONE tux to rent, in light gray or dark gray. Prices were outrageous and customer service didn't have any idea what they were taking about. They kept trying to have us buy suits instead of rent since ""it would only be a little more expensive and you get to keep it."" They pushed even after we said that's not what we want. We left and went to a locally owned tux and suit rental store and they were AMAZING! We spent about 30% less and had tons of style options and our out-of-town folks are totally taken care of too! (Go to Saget's in Phoenixville instead).",QWr-PHAfkKZlPmXetwDQiQ,1.0,2016-05-08 00:08:20,Dmq2WE7NwiWMZKPj8VePwQ,0,2016-05-08 00:08:20
2576989,0,0,fxUlFCPCdcuRYkm_lpL4Zw,"Ordered a tux for my son's senior prom.  My son changed his vest and bow tie color to match his girlfriend's dress better.  When my son went to put on the tux he realized the vest was still the original color he ordered.  We called and they said the change was made in the computer but couldn't really explain why we didn't get it.  I told them I would run down and pick up the color he ordered.  They put us on hold and came back saying they only had the bow tie in the color we ordered and they would give us a grey vest to match his tux.  I didn't understand why they didn't have the colors we ordered when it was in their system, but the prom was in a few hours and there was nothing we could do.  I drove to the store and picked up the bow tie that matched his girlfriend's dress and the grey vest that was the exact same color as his tux.  By the time I got back he should of been leaving to go to his girlfriend's house for pictures.  So he was already running late and when he went and put on the tux shirt he couldn't figure out why the cuff links wouldn't go on the sleeves.  Well it was because the shirt they gave him wasn't a tux shirt and didn't have the correct holes for cuff links.  My son was late getting to his girlfriend's house, which in turn made them late getting to their friend's house for pictures with their friends.  It is not the way you want you child's senior prom to start off like. 

When we took the tux back they said they would only take off for the vest since it wasn't the color he ordered.  That's all!  So I guess it didn't matter the tux shirt wasn't a tux shirt, and making an extra trip to the store because of a mistake they made was fine, and since my son was late for the group pictures, I didn't get to take many pictures of my son with all his friends.  Something he will never be able to do again since it was his senior prom.  All in all it was not a great experience and I taking off for the vest rental was the least they should have done.  Needless to say, I will be looking for a different location for my other son's tux rentals in the future.",QWr-PHAfkKZlPmXetwDQiQ,1.0,2019-04-28 22:34:13,jKwCJ9HLuC7LNS3CRxrjUw,0,2019-04-28 22:34:13
2674143,0,0,tm2kKolc4YvbsdteTWhelQ,"Had an emergency. Needed to buy a suit on our way to the airport. Stopped in, bought a suit, shirt, socks, had pants hemmed, and were out and on the road in 28 minutes!! How's that for AMAZING service! So grateful! Thanks so much!",QWr-PHAfkKZlPmXetwDQiQ,5.0,2019-01-24 17:34:46,_kfJKq4A02t9u__Ro6HHZQ,0,2019-01-24 17:34:46
2677190,0,2,ivstD-Nm8yN3hyWrT7Gfzg,"Just subpar. Ordered two custom suits. Their tailor is not skilled. Rejected them for terrible craftsmanship.  They had the suits for two weeks without calling me. Went to get them and one had the zipper completely ripped out. These were done? Are you kidding me? Kid salesman mumbled something like ""we ordered you new pants"". Really? You've had them two weeks and you never told me? Kid said something about ""his tailor"". It's been three months and the suits aren't done. Avoid this store like the plague. I apologize to Weitzenkorns for not getting my suits there as I always do. Never again!! Zero stars if I could. Staff are graduates from Walmart.",QWr-PHAfkKZlPmXetwDQiQ,1.0,2017-06-24 17:41:03,3h1rLPBFLkvpDDA_jpy8hQ,0,2017-06-24 17:41:03
2862425,0,0,KZ5RR6Q_BJsPJp1pc3sP6g,I was trying to establish new cell phone service and the purchase of a new cell phone through Xfinity Mobile but they didn't have the phone I wanted in stock even though they had the best offer.  I contacted this Best Buy and they provided me with a great offer as well so I went over to complete the transaction.  They were very helpful.,9z97eQ6VwM2XehR7u2DdmA,5.0,2018-09-03 23:11:45,A9vTW4eX6r7-BXo22qq1tQ,0,2018-09-03 23:11:45
2877460,1,4,F3erjYO4CrUvEMxGMAkItw,"This is your typical Best Buy.  There is nothing special or lacking about it.   But if you are in the Pottstown area, it is the place to go for high end electronics.  Previously the closest one was in Reading or King of Prussia.  (Although now there is yet another new one in Collegeville.)

The staff here is very helpful.  If for some reason they don't have something they will track it down at another store for you. I have seen this twice with other customers.",9z97eQ6VwM2XehR7u2DdmA,4.0,2010-01-18 14:11:12,-uMqK8W_nWbRUWOFGW7CBw,0,2010-01-18 14:11:12
2907459,0,1,OHGGoFU8PUaoZ3FB1KICTg,"Terrible service, ordered ipad, got my receipt and was told it would be available for pickup on Thursday morning.   I got home and got an email from best buy that my order was canceled.  I called AX and they told me the order was approved 2 times.  Called the store and they did not know why it was canceled but could come back and reorder.",9z97eQ6VwM2XehR7u2DdmA,1.0,2016-06-13 22:46:58,TWGDrKasFxc4IENZUAjeTw,0,2016-06-13 22:46:58
2942371,0,2,bWJg3ALIfQ5icX_D-pMfwg,"Came in the other day to buy a nest thermostat. Turns out according to my Hvac guy and nest rep that it was faulty. Last night I returned it to best buy. The lady at the returns counter did a no hassle return . She switched it out with no issues. 
    I like this best buy it's clean and the staff is always helpful. Unlike the collegeville location I waited 40 mins waiting to buy a washer dryer, I even called people over and I was told they guy who works that department was not in or was running late so I would have to wait.  I left and went up to the Pottstown best buy and was helped right away. I told the guy at Pottstown best buy what had happened and he kept apologizing for the other store. He even went as far as to tell his manager and he called the collegeville  store to complain. I guess it was a nice peace of mind that some one cared.         
   Overall when I want to purchase any electronics I'll take the extra ride to go to the Pottstown best buy.",9z97eQ6VwM2XehR7u2DdmA,5.0,2015-09-12 22:14:06,f30xebKVY05XxLtetSJ9mA,0,2015-09-12 22:14:06
2991901,0,0,FUq53QtL-KivhekfBovYlQ,Went in to have a broken flash drive/usb looked at. The lady at the desk said it may be 300 and would have to be sent out for repair. A tech looked at it and tried something and was able to fix the flash drive and the data recovery.  They also only charged me for the new flash drive.,9z97eQ6VwM2XehR7u2DdmA,5.0,2018-03-29 01:45:12,j2bouvjn-siCERRew95KSA,0,2018-03-29 01:45:12
3049491,0,2,GbWy5jVw7V9qDMa546a_Hg,"The staff was rude and oblivious.  Stood around waiting for help. Had to track somebody down, who was on his phone by the way. Never again will I enter this particular best buy",9z97eQ6VwM2XehR7u2DdmA,1.0,2015-12-29 02:19:49,P3WoQfRpKDjxoNspG-7ypw,0,2015-12-29 02:19:49
3150733,0,1,z_OBK2yMudewnVmYn2gwVg,"Went in to grab something and one of the employees kept following me around. I was looking at CDs and noticed he was lurking around the corner of the shelves. At first I thought I was being paranoid but I kept noticing him staring at my crotch. I pretended to ignore him but he kept getting closer and closer. I finally got fed up and started to leave but he jumped in front of me. He was breathing heavy and asked if I needed an ""extended boner warranty"". I ducked around him and ran out the building. I think his name tag said Adam. Def not going back.",9z97eQ6VwM2XehR7u2DdmA,1.0,2017-08-15 19:56:51,fTicyQWYc2ZiBcHrTZDHDQ,0,2017-08-15 19:56:51
3176099,0,1,QZJbSLyPxXPtOAL-b108Yg,Worst experience. Customer support is total nightmare. Avoid best buy. Managed rude and don't really caring about anything.,9z97eQ6VwM2XehR7u2DdmA,1.0,2018-03-18 17:56:18,-Ijtx9Q1lz6p3GYRWiYu-g,0,2018-03-18 17:56:18
3354423,1,0,GOJhThy1ad67swSSRPJzAg,"While having a wide selection and an adequate number of staff, I found my most recent purchase experience to be less than ideal. As a senior female, imagine my disappointment in having to lug my newly purchased printer entirely by myself while watching two young employees stand chatting idly by, not ten feet away from me. This was after receiving no assistance in making my printer selection.",9z97eQ6VwM2XehR7u2DdmA,3.0,2019-08-13 13:51:20,LNtcFtDQVHXWgaEqVz4TAw,0,2019-08-13 13:51:20
3363375,0,1,fn2pR8Av40ERYuqYXUBhSw,"My man, Jake, was a lifesaver last night. I got off work late and missed half of my 8:40-9pm geek squad appointment, but when I called ahead to let them know I was running late, Jake was understanding and accommodating by starting the diagnostic process over the phone. He went above and beyond both over the phone in person. When I got there, he helped me fix the most pressing issue and advised me on future issues. He stayed after closing time(9pm), without guilting me or pressuring me to hurry up, and made me feel like I was truly a valued customer. Thanks so much Jake!",9z97eQ6VwM2XehR7u2DdmA,5.0,2018-03-30 19:06:14,v2NXcLlILQEztwc_uXGRrQ,1,2018-03-30 19:06:14
3424269,0,0,sxRF9zupKX-OzSeuHHJPMQ,"Went into this store today ready to buy an iphone. There weren't many customers in the store and a lot of blue-shirts were standing around doing nothing. After fifteen full minutes of waiting there looking like we needed help, I said to my wife, let's go to the Sprint store down near the Walmart. It was obvious that no one wanted to help us. When we got to the Sprint store down near the Walmart, we were waited on as soon as we walked through the door, the salesperson (Sam) was knowledgeable and helpful, and we were glad that we did not ask for help from people that did not want to help us in the first place. The next time we need anything electronic (or otherwise), we certainly will not go to Best Buy--in Pottstown or anywhere.",9z97eQ6VwM2XehR7u2DdmA,1.0,2017-05-17 01:54:43,RtK-KLu9Zs3bzfE1NQ1C0w,0,2017-05-17 01:54:43
3486763,0,0,t7_fSxNZHw-qJSIG5CvC-A,"Horrible experience!!! Went in with my son to pick up a pre-ordered game.. This should take about 10 minutes right? Wrong!!!! 20 minutes in line waiting then get up to the counter and the employee asked what we needed. We tell her that we have a game pre-ordered, she asks the name, someone says something to her and she looks at us and says ""I'll be right back"" she walked away and went back to work at the register and left us waiting there. Now every person that walked in behind us has already been taken care of even though they didn't even have to wait in a line, we are still standing there. Yea I'm mad!!!! The customer service employee looks at us and walks over to another worker and points at us and whispers to him. I'm assuming that I have an attitude cause now I'm mad!!! He comes over now and helps us finally after about 40 minutes. Really???!!! And she wants to give me an attitude??!! Really??!! I've been in retail 20 yrs and never treated a customer that way!! What is wrong with people??",9z97eQ6VwM2XehR7u2DdmA,1.0,2015-11-06 17:36:00,TlztD8RVCX1D1sO9aQtqoQ,0,2015-11-06 17:36:00
4961167,0,1,5Me78gvDIwHuqMQvDTbokQ,"The deli is the worst I've even been to. 

There are always 3-4 people working but only 1 is helping customers waiting in line. The others are either working on orders placed using the kiosk or who knows what. It takes FOREVER. 

I'm not a grocery store expert, but I am an expert at customer service, and I'd say this is horrible CS. Rule #1 is always take care of the customer in front of you. 

it's a half hour event just getting lunch meat - Forget about coming here in Sat or Sunday around 12 noon. 

Praying for competition because that's the problem. Living in upper Pottsgrove where else can you go. 

11-21 16:30. Back again and 1 person working the deli and 4 people waiting. The other 2 workers just ignore customers.",DAQAVlt4fFAynkrqYCCcQw,1.0,2017-11-21 21:35:40,U24zMuH5FHQLYgYpD4lR7Q,0,2017-11-21 21:35:40
4973774,0,0,YcnJ1HSG96ADi4l1mxN5ww,Clean and well appointed. A little on the pricey side but the food is fresh and great quality. They have awesome fried chixken,DAQAVlt4fFAynkrqYCCcQw,5.0,2015-09-01 20:27:57,_M81VNf_scBg34VdjViEAg,0,2015-09-01 20:27:57
5026181,0,0,eYP4oe6lHAB3x5AmLJlZaw,I stopped shopping here because they can't keep the store stocked. I was constantly having to go to another Giant for what was not available.,DAQAVlt4fFAynkrqYCCcQw,2.0,2018-02-08 01:55:18,XC4Xr9zyf-HdRyjeyJBdNQ,0,2018-02-08 01:55:18
5087591,0,2,rB8rVU9ZocN1aE7owD3WeQ,Used to be a great store. Last few visits 1 person at deli with people waiting/empty shelfs during busy times.  Limit selection of chicken on a Tuesday afternoon with the Chicken self being almost empty.  On a Sunday morning  at 10:00. Employees tying to stock shelf's with a crowded store. Not sure what change.,DAQAVlt4fFAynkrqYCCcQw,2.0,2018-01-17 17:40:14,B5aDKzm8lVL38K6T8Y1yog,0,2018-01-17 17:40:14
5102419,0,0,QK0f5xIg_Bhq-ACY7Zmi3A,"In reference to the hot/cold bar and (what used to be) sub shop, Giant is nearly 20 years behind Wegmans (even Acme back in the day), and about 20 behind Publix. Why would you build a brand new store complete with 'eatery' and label an area sun shop/panini grill when all you get is Turkey Hill quality premade food? You would think with this new update to carry alcohol, they would realize how sad their food bar area is. Walk into Wegmans and you are met with amazing food. Walk into here for lunch, and you will probably buy Ramen.",DAQAVlt4fFAynkrqYCCcQw,2.0,2017-09-19 18:30:38,_Bo0kiJsH60y-R_3rORJxw,0,2017-09-19 18:30:38
5157786,0,0,PIlIqdRDKURrrvyA7bwqRg,"The deli is the worst I've even been to. 

There are always 3-4 people working but only 1 is helping customers waiting in line. The others are either working on orders placed using the kiosk or who knows what. It takes FOREVER. 

I'm not a grocery store expert, but I am an expert at customer service, and I'd say this is horrible CS. Rule #1 is always take care of the customer in front of you. 

it's a half hour event just getting lunch meat - Forget about coming here in Sat or Sunday around 12 noon. 

Praying for competition because that's the problem. Living in upper Pottsgrove where else can you go.",DAQAVlt4fFAynkrqYCCcQw,1.0,2017-10-21 14:25:09,U24zMuH5FHQLYgYpD4lR7Q,0,2017-10-21 14:25:09
5216101,0,0,KNcS9nWJ7r5-GwBDhwyNsw,"I like Giant food stores in general, but this is the best one I've been to since it's much larger than the others which provides for better selection of products.  Their produce section is quite large and always very fresh.  When grocery shopping this is my preferred store.",DAQAVlt4fFAynkrqYCCcQw,4.0,2014-07-11 04:01:40,7-B__tcJXuBmdlI_dko-uQ,0,2014-07-11 04:01:40
5245065,0,0,OXwCi2-QfUvKWdIoHkk5cQ,"This Giant is convenient because it is so close to Target, but I personally prefer the one on the other side of town.  I don't like it that they started selling beer and wine and find the isles to be lacking labels on a regular basis.  It can get overwhelming.  I have also found one of my go-to items miss labeled/expired on multiple occasions.  I used to let them know when I was checking out, but have stopped since it did not seem to make a difference.  They do some nice find raising activities and always have something for kids to do, like a coloring station or the make-your-own card station for special holidays, so that is something.",DAQAVlt4fFAynkrqYCCcQw,3.0,2019-07-04 20:15:27,i-F7UDrmMhQtNcLK59aA_Q,0,2019-07-04 20:15:27
5252084,0,0,aIOdgLdw9vQT2ONQXHMl3w,"My cake from the bakery was pathetic. I had them print a picture on it and write ""happy 25th birthday"". I picked it up and the picture was extremely crooked and not centered, the person's head in the picture was partially cut off, and they TYPED the writing over the picture on the computer instead of using icing!! Also, their printer must be horrible because parts of the picture were randomly pink. I am so disappointed. This was just straight up laziness/ carelessness.",DAQAVlt4fFAynkrqYCCcQw,1.0,2019-03-30 13:58:10,55HdJAMvYIr7C3VmxaDqFw,0,2019-03-30 13:58:10
5322457,0,1,mr_ZC-opC_0MmFu6ZPJv7Q,This Giant location is great.  It's a great place to get lunch since their salad bar is pretty good.  I really enjoy the chicken salad from there.  One of the best parts though is their reduced price rack.  They usually have baked goods for half price which is a win for me.,DAQAVlt4fFAynkrqYCCcQw,4.0,2014-04-15 19:57:38,H3cExEGaTjX_NVDvgS5TnQ,0,2014-04-15 19:57:38
5483858,2,2,yNqIeWdn0CMyz459F_g3tA,Customer Service at it's very WORST. Other people have told me this; but you have to experience the tattooed brat  high school kid to truly appreciate it.,DAQAVlt4fFAynkrqYCCcQw,1.0,2019-06-30 19:31:54,kFbXA47f1Sn26VnaFuNnzA,0,2019-06-30 19:31:54
5490897,0,2,wdQLPjI4NctW-OIzuAm1QQ,"It's nice that they remodeled the store to have beer and wine in it, but they don't manage the station well. I got a quick lunch while I was there and there was no one to check me out in that area. I asked someone behind the deli, who then called someone to check me out, but the woman decided to take care of something else first, so I decided to walk all the way to the registers to check out. 

Wednesdays at Giant are sushi Wednesdays. I've heard people take about it. It's a great deal - $4.99 for a roll that is normally $10+! I got the Wasabi Crunch Shrimp, which is normally $10.49, so it was a little over half off. The roll came with about eight pieces and had wasabi peas on top. The inside didn't really have any shrimp in it... they were very small pieces. The sushi is left in the refrigerated area, so it was a little cold. I couldn't even separate the pieces to eat because the rice and seaweed stuck together like one block. Cheap roll, but not worth it.",DAQAVlt4fFAynkrqYCCcQw,3.0,2019-06-04 03:28:35,L-qIv1hGyMToUnuyQ2r77w,0,2019-06-04 03:28:35
5597205,0,0,smSxRnJxMXHKqaWESpgk_Q,Completely over it. Every time we go here there is a problem - never with the server but always with the lack of proper staffing. This time our server was the bartender who was clearly overworked. She took our order for drinks and our appetizer but then after that became so slammed with other bar customers and other customers drink orders that coming back for our entree order was clearly forgotten. After we got our appetizer (which clearly sat under the heat lamp too long) we opted to leave instead of waiting around any longer. As we were paying we noticed the bartender venting to the manager about the lack of staffing and needing help- who instead of helping her gave her a very uncomfortably looking hug and walked away. Clearly management needs better training on personal boundaries and how to help employees so they don't walk out or quit. This will be the last time we make an effort to go to this Chili's- which is a shame due to the closeness of where we live.,DGae0qGBtoE19egWaLYR4A,1.0,2018-04-28 02:38:44,xsROks2lA4ZUGOVkNyNPMA,0,2018-04-28 02:38:44
